 04/10/2018,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
CO2,7413,7360,7318,7226,7165,7129,7084,7029,6979,7154,7151,7128,7103,7062,7014,6985,6918,6864,6808,6765,6739,6715,6711,6701,6689,6645,6605,6570,6541,6532,6532,6501,6652,6703,6699,6662,6662,6643,6637,6680,6695,6691,6686,6697,6687,6631,6614,6599,6612,6644,6655,6680,6682,6451,6444,6467,6254,6221,6230,6250,6275,6345,6453,6525,6583,6603,6617,6641,6757,6827,6878,6950,7041,7115,7283,7363,7408,7436,7475,7456,7487,7503,7464,7453,7429,7414,7424,7324,7224,7061,6903,6831,6733,6582,6436,6320,6138,5875,5767,5633,5446,5278,5205,5376,5272,5238,5132,5162,5316,5212,5141,5083,4993,5039,5002,4981,4835,4758,4757,4772,4730,4745,4773,4795,4749,4703,4681,4669,4667,4648,4683,4645,4626,4640,4648,4613,4656,4676,4671,4662,4689,4739,4734,4738,4766,4793,4826,4844,4879,4923,4922,4911,4946,4948,4938,4978,4916,4931,4955,4995,5013,5076,5137,5136,4931,4919,4926,5007,5006,5046,5034,5064,5076,5059,5049,5019,5081,5149,5187,5208,5194,5263,5302,5261,5351,5409,5399,5431,5231,5191,5264,5290,5333,5419,5483,5587,5675,5698,5765,5891,6084,6245,6273,6316,6424,6471,6393,6529,6699,6864,7105,7198,7229,7387,7531,7662,7801,7978,8039,8084,8197,8402,8545,8600,8789,8864,8998,9151,9263,9303,9332,9458,9563,9655,9718,9776,9903,9993,10037,10033,10005,10002,10033,10030,9964,9861,9759,9664,9554,9513,9444,9337,9253,9157,9040,8922,8861,8811,8643,8576,8369,8286,8248,8176,8078,8017,7892,7668,7521,7466,7455,7413,7278,7227,7174,7029,6860,6708,6594,6457,6355,6288,6217,6155,6095,6042,5997,5946
